Row,Price,Value
2528,173.85,-0.11
2529,173.99,0.88
2530,174.17,-0.87
2531,174.08,0.25
2532,173.77,0.43
2533,172.82,-0.39
2534,173.39,0.81
2535,172.79,-0.23
2536,172.26,0.86
2537,172.08,-1
2538,172.12,0.08
2539,171.33,0.44
2540,171.76,0.48
2541,171.63,-0.93
2542,171.41,-0.68
2543,170.62,-0.68
2544,170.71,0.94
2545,170.41,0.87
2546,170.60,0.75
2547,170.48,-0.59
2548,170.90,0.88
2549,170.13,-0.57
2550,170.94,-0.86
2551,170.80,0.12
2552,170.14,0.87
2553,170.01,-0.09
2554,170.42,0.33
2555,170.78,-0.28
2556,169.61,-0.23
2557,169.08,0.95
2558,169.02,0.65
2559,169.05,0.08
2560,168.90,-0.05
2561,168.82,0.7
2562,169.16,-0.9
2563,168.76,-0.02
2564,168.55,-0.91
2565,168.77,0.16
2566,168.68,-0.3
2567,169.05,0.4
2568,168.29,0.47
2569,168.35,0.22
2570,170.64,0.62
2571,171.16,-0.43
2572,171.34,0.11
2573,171.07,0.1
2574,171.10,-0.18
2575,171.59,0.79
2576,171.83,-0.22
2577,171.65,-0.68
2578,171.76,-0.51
2579,171.52,0.3
2580,171.89,0.25
2581,172.06,0.87
2582,171.97,0.18
2583,172.21,0.12
2584,172.43,0.11
2585,172.71,-0.97
2586,172.66,0.15
2587,172.50,0.98
2588,172.30,-0.07
2589,172.63,-0.91
2590,172.79,0.66
2591,172.95,0.3
2592,172.90,0.26
2593,172.82,-0.86
2594,172.92,0.1
2595,172.75,0.82
2596,172.98,0.49
2597,172.42,-0.67
2598,172.56,-0.56
2599,172.31,-0.38
2600,171.87,-0.41
2601,171.86,-0.86
2602,172.40,0.34
2603,172.28,0.91
2604,171.54,-0.29
2605,171.50,-0.32
2606,171.04,0.23
2607,170.69,-0.8
2608,170.06,0.86
2609,173.34,0.57
2610,172.95,-0.71
2611,172.39,-0.5
2612,172.80,0.38
2613,172.84,-0.05
2614,173.15,0.75
2615,173.04,-0.95
2616,173.29,0.22
2617,173.16,-0.82
2618,173.04,-0.16
2619,173.23,-0.94
2620,173.11,0.25
2621,173.43,0.77
2622,172.66,0.93
2623,173.18,-0.75
2624,172.89,-0.6
2625,172.59,0.82
2626,172.03,-0.14
2627,172.54,-0.79
2628,172.59,0.87
2629,172.60,0.82
2630,172.65,-0.85
2631,172.71,-0.62
2632,172.76,-0.66
2633,173.07,0.23
2634,172.64,-0.14
2635,173.17,-0.46
2636,173.24,-0.08
2637,173.13,0.62
2638,173.02,0.1
2639,172.93,-0.94
2640,172.82,-0.01
2641,173.39,-0.48
2642,173.68,0.91
2643,173.80,-0.89
2644,173.86,-0.6
2645,173.69,0.52
2646,173.30,0.21
2647,173.23,0.88
2648,172.25,-0.13
2649,172.36,0.91
2650,172.67,0.48
2651,172.28,0.45
2652,172.37,-0.79
2653,172.97,0.32
2654,173.11,-0.77
2655,173.01,0.59
2656,172.76,0.36
2657,172.47,-0.2
2658,172.57,0.06
2659,172.70,0.3
2660,172.85,0.51
2661,173.14,-0.14
2662,173.26,0.5
2663,173.55,0.82
2664,173.31,-0.64
2665,173.29,0.53
2666,172.89,-0.48
2667,172.97,-0.98
2668,172.98,-0.35
2669,173.09,0.17
2670,173.21,-0.42
2671,173.16,0.7
2672,173.20,-0.89
2673,173.19,0.38
2674,173.29,-0.21
2675,172.86,-0.12
2676,173.38,0.02
2677,173.28,0.93
2678,173.34,-0.23
2679,173.23,0.47
2680,173.19,0.45
2681,172.72,-0.9
2682,172.56,0.86
2683,172.38,0.37
2684,172.53,-0.1
2685,172.25,-0.15
2686,172.42,0.24
2687,173.49,0.93
2688,174.25,0.72
2689,174.48,0.31
2690,174.40,0.23
2691,174.61,0.68
2692,174.56,-0.51
2693,174.50,0.67
2694,174.38,-0.34
2695,174.39,-0.96
2696,174.57,0.98
2697,174.78,-0.54
2698,174.58,-0.32
2699,174.53,0.61
2700,174.43,0.1
2701,174.56,0.08
2702,174.62,0.03
2703,174.62,0.78
2704,174.67,0.5
2705,174.48,-0.64
2706,174.81,0.98
2707,174.82,-0.53
2708,174.49,-0.64
2709,174.38,0.68
2710,173.87,0.52
2711,174.19,0.66
2712,174.14,0.3
2713,174.05,-0.79
2714,174.20,0.26
2715,174.57,-0.89
2716,174.57,0.9
2717,174.58,0.37
2718,174.44,0.47
2719,174.74,-0.89
2720,174.65,0.48
2721,174.87,0.92
2722,174.92,-0.82
2723,174.94,0.69
2724,174.50,0.9
2725,174.17,0.99
2726,175.43,-0.99
2727,175.55,0.12
2728,175.23,-0.73
2729,174.61,0.79
2730,174.76,-0.09
2731,174.12,0.71
2732,174.26,-0.46
2733,174.81,-0.79
2734,174.60,-0.72
2735,174.66,0.2
2736,174.81,0.96
2737,175.20,-0.88
2738,174.92,-0.37
2739,174.84,0.21
2740,175.21,0.29
2741,174.83,-0.04
2742,174.95,-0.55
2743,175.17,-0.86
2744,174.87,-0.87
2745,174.85,-0.03
2746,175.10,-0.89
2747,175.10,0.32
2748,175.14,0.41
2749,175.27,-0.96
2750,175.19,-0.9
2751,175.24,0
2752,175.43,-0.91
2753,175.34,0.94
2754,174.91,-0.23
2755,174.85,0.24
2756,174.93,-0.36
2757,174.90,0.49
2758,174.79,0.29
2759,174.52,0.99
2760,174.19,-0.73
2761,174.26,0.46
2762,174.53,-0.37
2763,174.68,0.84
2764,174.74,0.8
2765,175.68,-0.44
2766,175.77,0.03
2767,175.67,0.7
2768,175.67,0.88
2769,175.44,0.97
2770,175.68,-0.67
2771,175.48,0.76
2772,175.18,0.34
2773,175.33,0.59
2774,175.54,0.72
2775,175.27,-0.48
2776,175.42,-0.58
2777,175.53,-0.34
2778,175.53,-0.48
2779,175.53,-0.69
2780,175.20,-0.6
2781,175.38,0.36
2782,175.36,0.41
2783,175.58,0.21
2784,175.78,0.4
2785,175.92,0.05
2786,175.94,0.75
2787,175.82,0.75
2788,175.95,-0.26
2789,175.88,0.9
2790,176.08,0.97
2791,176.00,0.07
2792,175.88,1
2793,175.82,0.09
2794,175.77,-0.14
2795,175.93,0.84
2796,176.02,0.17
2797,175.95,0.31
2798,175.95,-0.17
2799,175.68,0.98
2800,175.65,-0.98
2801,175.89,-0.97
2802,175.91,0.25
2803,175.89,0.31
2804,177.25,-0.46
2805,177.11,-0.75
2806,176.99,-0.23
2807,177.11,-0.75
2808,177.39,-0.88
2809,177.29,0.42
2810,177.50,0.83
2811,177.60,0.75
2812,177.78,0.3
2813,177.98,-0.14
2814,177.93,0.3
2815,178.37,0.52
2816,178.28,0.34
2817,178.27,-0.66
2818,178.37,0.09
2819,178.48,-0.01
2820,178.54,-0.54
2821,178.51,0.57
2822,178.16,-0.56
2823,178.09,-0.33
2824,178.16,0.56
2825,178.30,-0.33
2826,177.99,0.45
2827,178.29,0.06
2828,178.34,-0.66
2829,178.38,0.46
2830,178.46,-0.89
2831,178.57,0.06
2832,178.41,0.91
2833,178.40,0.59
2834,178.34,0.96
2835,178.39,-0.38
2836,178.50,0.58
2837,178.59,0.24
2838,178.66,-0.84
2839,178.75,0.02
2840,178.80,-0.05
2841,178.69,-0.72
2842,178.24,-0.04
2843,178.16,-0.74
2844,178.30,-0.07
2845,177.70,-0.27
2846,177.23,0.69
2847,177.27,0.28
2848,177.22,-0.01
2849,177.28,-0.39
2850,177.54,0.56
2851,177.66,0.12
2852,177.84,0.58
2853,177.83,-0.97
2854,177.91,-0.35
2855,178.12,0.58
2856,177.83,-0.67
2857,177.94,-0.09
2858,178.20,-0.87
2859,178.25,-0.57
2860,178.11,-0.19
2861,177.74,0.24
2862,177.88,0.66
2863,177.91,-0.12
2864,177.98,-0.96
2865,178.17,-0.03
2866,178.21,-0.72
2867,178.17,-0.71
2868,178.06,-0.55
2869,177.92,0.73
2870,178.37,-0.33
2871,178.45,0.07
2872,178.47,-0.16
2873,178.51,0.14
2874,178.52,-0.53
2875,178.31,0.75
2876,178.54,0.68
2877,178.62,0.86
2878,178.28,-0.47
2879,178.14,0.51
2880,177.93,-0.63
2881,177.83,-0.93
2882,174.93,0.62
2883,174.57,1
2884,174.54,0.01
2885,174.14,-0.71
2886,174.40,0.87
2887,173.98,0.83
2888,174.12,1
2889,173.81,0.3
2890,173.71,-0.06
2891,173.59,0.5
2892,173.52,-0.99
2893,173.91,-0.47
2894,173.72,0.83
2895,173.85,-0.38
2896,173.40,-0.74
2897,173.45,0.63
2898,173.64,0.19
2899,173.42,0.11
2900,173.64,-0.67
2901,173.69,-0.55
2902,173.35,-0.66
2903,173.44,0.4
2904,173.44,0.01
2905,173.51,-0.94
2906,173.79,-0.9
2907,173.86,-0.4
2908,173.86,0.94
2909,173.57,0.06
2910,173.27,0.73
2911,172.94,0.96
2912,172.78,-0.53
2913,172.99,-0.64
2914,173.03,0.85
2915,173.28,-1
2916,173.36,0.58
2917,172.93,0.55
2918,173.00,-0.75
2919,172.91,-0.99
2920,172.79,0.44
2921,168.46,-0.42
2922,167.82,0.67
2923,167.39,0.77
2924,166.98,-0.2
2925,167.35,-0.94
2926,167.43,0.52
2927,168.09,0.52
2928,167.31,0.51
2929,166.95,-0.49
2930,166.86,0.86
2931,166.92,-0.82
2932,166.83,0.45
2933,167.25,0.9
2934,166.97,0.83
2935,166.88,0.14
2936,166.77,0.68
2937,166.12,0.1
2938,165.97,0.76
2939,165.83,-0.15
2940,165.68,-0.48
2941,165.94,-0.16
2942,166.24,-0.67
2943,165.86,-0.77
2944,166.09,-0.69
2945,166.19,0.32
2946,166.17,-0.2
2947,165.84,0.83
2948,165.97,-0.44
2949,165.85,0.77
2950,165.70,-0.11
2951,165.94,-0.53
2952,165.60,-0.76
2953,165.84,-0.94
2954,165.52,-0.76
2955,165.74,0.11
2956,165.65,0.77
2957,166.16,0.55
2958,165.82,-0.73
2959,165.72,-0.24
2960,166.19,-0.9
2961,165.71,0.1
2962,165.92,0.98
2963,165.81,-0.32
2964,166.09,-0.65
2965,166.33,-0.34
2966,166.61,-0.69
2967,166.69,0.84
2968,166.59,-0.7
2969,166.58,0.01
2970,166.50,0.7
2971,166.61,0.29
2972,166.58,-0.11
2973,166.41,-0.55
2974,166.53,-0.45
2975,166.48,-0.87
2976,165.96,0.79
2977,165.70,0.9
2978,165.64,-0.62
2979,165.46,0.7
2980,164.98,-0.33
2981,165.09,0.42
2982,164.98,0.87
2983,164.77,-0.58
2984,164.89,0.63
2985,164.84,0.73
2986,165.06,-0.93
2987,164.56,-0.78
2988,164.71,-0.51
2989,164.47,-0.01
2990,164.56,0.35
2991,164.55,0.21
2992,164.30,-0.82
2993,164.48,-0.1
2994,164.53,0.89
2995,164.78,0.41
2996,164.74,0.4
2997,164.93,0.57
2998,165.26,-0.51
2999,165.89,-0.2
3000,165.99,0.33
3001,165.31,-0.99
3002,165.27,0.66
3003,164.28,-0.58
3004,164.42,0.94
3005,163.53,0.33
3006,164.82,0.33
3007,164.17,-0.19
3008,163.98,0.31
3009,163.93,-0.89
3010,164.41,-0.61
3011,164.32,-0.08
3012,164.24,0.09
3013,163.68,-0.29
3014,164.01,-0.29
3015,163.54,-0.94
3016,163.50,0.84
3017,163.11,0.08
3018,163.16,-0.92
3019,162.37,-0.88
3020,162.98,0.99
3021,162.84,-0.41
3022,162.85,-0.86
3023,162.64,-0.49
3024,162.65,0.87
3025,162.32,0.25
3026,162.02,-0.79
3027,162.30,-0.09
3028,162.11,0.19
3029,162.06,0.98
3030,162.56,0.15
3031,162.65,-0.59
3032,162.77,-0.02
3033,162.54,0.98
3034,162.52,-0.06
3035,162.10,0.82
3036,162.66,-0.28
3037,162.87,0.35
3038,163.62,0.08
3039,163.98,0.07
3040,163.69,0.5
3041,163.75,0.35
3042,163.38,0.68
3043,164.33,0.32
3044,164.46,-0.93
3045,164.87,-0.57
3046,164.75,-0.29
3047,164.92,0.81
3048,164.58,-0.39
3049,164.84,0.18
3050,164.26,-0.22
3051,164.29,-0.97
3052,164.51,-0.06
3053,164.21,0.25
3054,164.59,0.81
3055,164.88,0.46
3056,165.02,0.58
3057,164.85,0.47
3058,164.69,-0.62
3059,165.00,-0.23
3060,164.70,-0.8
3061,164.87,-0.33
3062,165.27,-0.93
3063,165.08,-0.77
3064,164.99,0.64
3065,164.70,-0.76
3066,164.64,0.6
3067,164.32,-0.97
3068,164.64,-0.1
3069,164.65,0.29
3070,165.00,0.1
3071,164.73,-0.21
3072,164.46,0.03
3073,164.50,-0.01
3074,163.84,-0.27
3075,163.72,0.33
3076,163.78,-0.17
3077,164.89,-0.83
3078,164.61,-0.4
3079,164.88,0.06
3080,164.95,0.33
3081,165.02,-0.05
3082,165.06,-0.42
3083,165.33,-0.79
3084,165.06,-0.55
3085,165.54,-0.37
3086,165.55,-0.03
3087,165.38,0.39
3088,165.41,0.25
3089,165.19,-0.2
3090,164.97,0.99
3091,164.58,-0.72
3092,164.05,0.28
3093,164.09,0.65
3094,164.25,-0.13
3095,164.27,0.44
3096,164.13,-0.49
3097,164.07,-0.11
3098,164.39,0.35
3099,164.35,0.72
3100,164.15,0.6
3101,164.20,-0.15
3102,164.13,-0.17
3103,164.16,-0.26
3104,163.93,-0.18
3105,163.45,-0.05
3106,163.75,-0.18
3107,163.98,-0.46
3108,164.14,-0.07
3109,164.20,0.73
3110,163.82,0.01
3111,164.09,-1
3112,163.91,-0.4
3113,163.83,1
3114,164.13,0.28
3115,164.24,0.46
3116,163.41,-0.67
3117,163.08,0.22
3118,162.03,-0.13
3119,161.61,0.7
3120,161.34,-0.96
3121,161.63,-0.06
3122,161.02,-0.42
3123,161.90,0.23
3124,161.72,0.29
3125,162.17,-0.19
3126,162.34,-0.56
3127,162.47,0.26
3128,161.93,-0.45
3129,161.74,-0.99
3130,161.69,-0.13
3131,162.03,0.85
3132,161.97,0.77
3133,161.76,-0.69
3134,161.76,0.22
3135,161.91,0
3136,162.31,0.66
3137,162.32,0.37
3138,162.63,-0.03
3139,162.42,-0.56
3140,162.46,0.13
3141,162.24,-0.09
3142,162.20,0.06
3143,162.17,0.65
3144,162.50,0.17
3145,162.65,-0.27
3146,162.91,0.8
3147,163.01,-0.14
3148,162.85,0.15
3149,163.00,-0.39
3150,162.95,-0.11
3151,162.65,0.14
3152,162.94,-0.3
3153,163.01,-0.51
3154,162.29,-0.64
3155,165.13,-0.53
3156,166.75,-0.62
3157,166.25,-0.36
3158,166.74,0.64
3159,166.33,-0.58
3160,166.65,0.82
3161,166.55,0.16
3162,166.48,0.83
3163,166.18,0.25
3164,166.04,-0.81
3165,165.93,0.26
3166,165.92,0.43
3167,165.68,1
3168,165.34,-0.21
3169,165.51,-0.25
3170,165.28,0.37
3171,165.03,0.79
3172,165.64,0.98
3173,165.22,-0.86
3174,165.15,-0.46
3175,165.24,0.54
3176,165.13,-0.65
3177,164.78,-0.34
3178,164.73,0.13
3179,165.10,0.83
3180,165.08,-0.66
3181,165.45,-0.82
3182,164.89,-0.29
3183,164.86,-0.79
3184,165.11,-0.71
3185,165.06,0.65
3186,164.98,-0.21
3187,164.71,-0.03
3188,164.94,0.94
3189,165.16,0.41
3190,165.14,-0.78
3191,165.84,-0.27
3192,165.91,-0.64
3193,165.27,-0.1
3194,165.73,0.34
3195,166.46,0.18
3196,166.88,0.49
3197,166.79,0.99
3198,167.78,0.23
3199,167.76,-0.91
3200,167.22,0.16
3201,167.47,-0.5
3202,167.01,0.45
3203,166.87,0.37
3204,167.19,-0.15
3205,166.91,0.03
3206,166.85,-0.5
3207,166.84,-0.2
3208,167.09,0.38
3209,167.71,-0.76
3210,167.45,-0.28
3211,168.09,-0.62
3212,167.76,-0.23
3213,167.57,0.87
3214,167.54,0.02
3215,167.07,0.52
3216,167.42,0.71
3217,167.62,-0.11
3218,167.47,0.74
3219,167.77,-0.13
3220,168.04,1
3221,167.84,-0.09
3222,167.67,-0.44
3223,167.74,-0.63
3224,167.99,0.36
3225,167.99,0.81
3226,167.94,0.99
3227,168.13,-0.5
3228,168.37,0.16
3229,168.83,-0.1
3230,168.15,0.75
3231,168.47,-0.91
3232,169.03,-0.24
3233,174.42,-0.2
3234,175.11,0.21
3235,175.46,0.15
3236,175.86,-0.95
3237,176.35,-0.07
3238,176.16,0.25
3239,176.35,-0.41
3240,175.97,0.87
3241,175.91,-0.38
3242,176.30,-0.22
3243,176.36,0.38
3244,176.03,0.37
3245,176.16,0.18
3246,175.75,0.59
3247,175.97,1
3248,176.08,0.74
3249,176.17,0.91
3250,176.55,0.61
3251,176.68,0.19
3252,176.27,0.62
3253,176.23,-0.8
3254,176.49,-0.1
3255,176.58,-0.95
3256,176.90,-0.98
3257,176.79,-0.41
3258,176.80,0.54
3259,176.98,0.42
3260,177.60,0.18
3261,177.61,-0.96
3262,177.55,0.33
3263,177.58,0.95
3264,177.57,-0.28
3265,177.42,-0.71
3266,177.62,-0.49
3267,177.43,0.91
3268,177.25,0.64
3269,177.31,0.76
3270,176.68,0.25
3271,176.61,0
3272,175.42,-0.07
3273,175.89,-0.73
3274,176.70,0.16
3275,176.41,-0.64
3276,175.44,-0.47
3277,175.79,0.13
3278,175.26,-0.6
3279,174.82,0.14
3280,174.80,-0.99
3281,175.08,-0.3
3282,175.16,0.86
3283,175.03,-0.09
3284,174.67,0.35
3285,175.43,-0.74
3286,175.50,0.76
3287,175.26,-0.23
3288,175.14,-1
3289,175.09,-0.39
3290,175.85,-0.9
3291,176.18,0.42
3292,176.86,0.73
3293,176.51,-0.89
3294,176.97,-0.2
3295,176.78,-0.47
3296,177.20,-0.46
3297,176.89,-0.38
3298,176.94,0.92
3299,177.09,0.48
3300,176.86,0.66
3301,176.78,-0.5
3302,177.41,0.32
3303,176.96,0.96
3304,176.87,-0.49
3305,176.99,-0.02
3306,177.00,0.22
3307,177.03,-0.49
3308,176.86,0.78
3309,176.71,0.81
3310,176.89,-0.75
3311,179.97,0.73
3312,180.96,-0.13
3313,181.21,0.15
3314,181.38,-0.87
3315,181.96,-0.68
3316,182.98,-0.14
3317,183.43,0.79
3318,183.05,-0.17
3319,182.85,-0.01
3320,182.63,0.3
3321,182.79,-0.64
3322,182.95,-0.79
3323,182.96,-0.71
3324,182.78,-0.43
3325,182.71,0.32
3326,183.02,-0.23
3327,183.22,0.95
3328,183.45,0.24
3329,183.73,-0.42
3330,183.68,-0.65
3331,183.37,-0.03
3332,183.57,-0.59
3333,182.82,-0.28
3334,183.07,0.7
3335,183.09,0.17
3336,183.33,-0.68
3337,183.66,-0.13
3338,183.53,0.63
3339,183.39,0.17
3340,183.61,0.26
3341,183.70,-0.56
3342,183.87,-0.06
3343,183.70,0.74
3344,183.78,0.55
3345,183.96,0.99
3346,183.86,0.33
3347,184.05,0.48
3348,184.09,-0.67
3349,183.82,-0.48
3350,186.39,0.29
3351,186.39,0.94
3352,186.50,-0.23
3353,186.49,-0.88
3354,187.24,-0.9
3355,187.32,-0.25
3356,187.26,0.23
3357,187.45,0.95
3358,187.39,-0.93
3359,187.30,0.78
3360,187.29,-0.22
3361,187.31,0.81
3362,187.09,0.56
3363,187.03,-0.47
3364,187.38,-0.27
3365,187.22,0.91
3366,187.20,0.11
3367,186.90,-0.33
3368,186.85,0.66
3369,185.60,-0.64
3370,185.67,0.41
3371,185.19,-0.04
3372,185.12,-0.83
3373,185.55,0.76
3374,185.84,-0.98
3375,186.21,-0.73
3376,186.26,-0.67
3377,186.27,0.58
3378,186.11,-0.53
3379,186.31,-0.21
3380,186.00,-0.65
3381,185.66,0.62
3382,185.51,-0.49
3383,185.82,-0.78
3384,185.03,0.92
3385,185.42,-0.12
3386,185.54,0.31
3387,185.25,0.61
3388,185.10,-0.1
3389,184.67,-0.37
3390,184.19,-0.21
3391,184.38,0.73
3392,184.66,-0.16
3393,184.96,-0.68
3394,185.00,-0.87
3395,185.42,0.8
3396,185.52,0.2
3397,185.14,-0.63
3398,185.02,1
3399,185.83,-0.69
3400,185.59,-0.86
3401,185.17,0.4
3402,185.14,0.47
3403,185.21,-0.3
3404,185.28,0.3
3405,185.40,0.87
3406,185.50,-1
3407,185.51,-0.18
3408,185.43,-0.27
3409,185.13,-0.28
3410,185.16,-0.25
3411,185.21,-0.09
3412,185.41,-0.79
3413,185.09,-0.66
3414,185.28,0.08
3415,185.06,-0.31
3416,185.19,0.95
3417,185.32,0.4
3418,185.41,-0.5
3419,184.92,-0.95
3420,185.03,-0.15
3421,184.95,0.32
3422,185.39,-0.74
3423,185.51,-0.94
3424,185.52,0.3
3425,185.83,-0.32
3426,185.64,0.02
3427,186.03,-0.39
3428,185.84,-0.96
3429,186.18,0.94
3430,185.71,-0.82
3431,186.11,-0.15
3432,185.97,-0.79
3433,185.51,0.85
3434,185.76,0.28
3435,185.84,-0.11
3436,185.47,0.88
3437,185.89,0.72
3438,185.85,0.33
3439,185.80,-0.68
3440,185.77,0.27
3441,185.89,-0.8
3442,185.89,0.83
3443,185.83,-0.19
3444,185.72,-0.72
3445,186.13,-0.73
3446,186.01,-0.96
3447,186.41,0.68
3448,186.24,0.38
3449,186.40,-0.77
3450,186.17,0.81
3451,186.48,-0.41
3452,186.64,0.22
3453,186.68,0.26
3454,186.82,-0.54
3455,186.89,-0.16
3456,186.77,0.5
3457,186.68,0.03
3458,186.63,0.97
3459,186.77,-0.61
3460,186.96,0.24
3461,187.20,0.36
3462,187.10,-0.14
3463,187.12,-0.81
3464,187.14,0.05
3465,187.05,0.53
3466,187.37,0.92
3467,188.07,-0.06
3468,187.86,0.27
3469,188.00,0.51
3470,188.12,-0.51
3471,188.29,-0.6
3472,188.60,0.71
3473,188.41,0.57
3474,188.49,-1
3475,188.67,0.85
3476,188.71,-0.04
3477,188.97,-0.74
3478,189.30,0.79
3479,189.43,-0.67
3480,189.80,-0.33
3481,189.79,-0.96
3482,189.98,-0.8
3483,189.80,-0.75
3484,189.79,-0.32
3485,189.76,-0.35
3486,189.68,0.14
3487,189.84,-0.18
3488,189.91,-0.99
3489,189.97,0.98
3490,190.05,-0.16
3491,190.26,0.6
3492,189.77,-0.34
3493,189.88,0.19
3494,189.90,0.36
3495,189.86,0.68
3496,190.10,0.56
3497,189.70,-0.87
3498,189.78,-0.35
3499,189.97,-0.25
3500,189.87,0.31
3501,189.86,-0.72
3502,190.05,0.26
3503,190.08,0.69
3504,190.05,-0.35
3505,190.00,-0.93
3506,188.90,0.19
3507,189.06,-0.19
3508,189.55,0.74
3509,189.22,0.45
3510,189.21,0.51
3511,189.30,0.42
3512,189.14,-0.87
3513,189.00,0.26
3514,189.25,-0.58
3515,189.01,1
3516,188.85,-0.58
3517,188.85,-0.65
3518,188.72,-0.89
3519,188.73,-0.7
3520,188.98,0.49
3521,188.95,0.56
3522,188.77,-0.22
3523,188.34,0.13
3524,188.56,0.38
3525,188.60,-0.96
3526,188.56,0.72
3527,188.73,-0.31
3528,188.59,-0.2
3529,188.71,0.54
3530,188.77,-0.87
3531,188.56,-0.19
3532,188.64,-0.09
3533,188.48,0.43
3534,188.40,0.56
3535,188.26,-0.09
3536,188.12,0.65
3537,187.83,0.25
3538,187.68,-0.64
3539,188.02,-0.92
3540,188.07,-0.31
3541,188.27,0.39
3542,188.63,-0.55
3543,188.32,-0.14
3544,188.58,0
3545,188.75,-0.29
3546,189.05,0.52
3547,188.42,-0.54
3548,188.67,-0.65
3549,188.96,0.65
3550,189.28,0.25
3551,189.18,-0.75
3552,189.14,-0.94
3553,188.91,-0.3
3554,189.10,-0.06
3555,189.38,0.81
3556,189.15,-0.77
3557,189.29,0.46
3558,189.03,-0.3
3559,188.99,0.47
3560,188.96,0.14
3561,188.93,-0.32
3562,188.94,0.93
3563,189.24,0.65
3564,189.02,0.39
3565,188.82,0.26
3566,188.75,-0.21
3567,188.57,-0.14
3568,188.56,-0.77
3569,188.54,0.47
3570,188.58,0.84
3571,188.48,-0.33
3572,188.13,-0.73
3573,188.05,0.1
3574,188.30,0.87
3575,188.39,-0.01
3576,188.17,0.81
3577,188.37,0.8
3578,188.36,0.81
3579,188.31,0.27
3580,188.39,0.11
3581,188.23,-0.81
3582,188.11,-0.24
3583,188.11,-0.91
3584,186.41,0.04
3585,186.07,-0.54
3586,186.06,-0.08
3587,186.28,0.25
3588,186.51,0.24
3589,186.49,-0.55
3590,186.88,0.41
3591,186.40,-0.8
3592,186.10,0.21
3593,186.05,-0.21
3594,186.21,-0.41
3595,185.93,-0.3
3596,186.08,0.95
3597,186.44,0.75
3598,186.08,0.43
3599,186.15,-0.46
3600,185.95,0.53
3601,186.10,-0.15
3602,186.15,0.26
3603,186.31,0.22
3604,186.04,-0.41
3605,185.77,-0.02
3606,185.78,-0.94
3607,185.70,-0.66
3608,185.62,-0.48
3609,185.69,0.63
3610,185.22,0.45
3611,185.53,0.08
3612,185.73,0.7
3613,185.77,-0.23
3614,186.00,0.51
3615,185.75,0.51
3616,185.61,-0.06
3617,185.81,-0.47
3618,185.81,0.65
3619,185.78,-0.51
3620,185.95,-0.4
3621,185.95,-0.28
3622,186.44,0.77
3623,186.70,0.18
3624,186.51,0.87
3625,187.01,0.66
3626,187.16,-0.96
3627,187.54,0.29
3628,187.63,0.83
3629,187.96,-0.05
3630,188.20,0.53
3631,187.86,-0.44
3632,187.68,0.9
3633,187.67,0.97
3634,187.30,-0.55
3635,187.43,0.98
3636,187.58,0.97
3637,187.84,0.54
3638,188.01,-0.36
3639,188.13,-0.44
3640,188.02,-0.77
3641,188.14,0.19
3642,188.02,-0.72
3643,188.09,-0.29
3644,188.04,0.25
3645,187.99,0.3
3646,187.96,-0.43
3647,188.07,-0.32
3648,187.96,-0.05
3649,188.13,-0.07
3650,188.14,0.05
3651,188.10,0.5
3652,188.15,0
3653,188.20,0.72
3654,188.20,-0.04
3655,188.39,0.76
3656,188.14,0.77
3657,188.12,-0.75
3658,188.11,0.17
3659,187.91,-0.67
3660,187.64,-0.29
3661,188.16,-0.87
3662,187.65,-0.09
3663,187.63,-0.73
3664,187.36,0.75
3665,188.03,1
3666,187.91,0.56
3667,188.23,-0.55
3668,188.55,0.97
3669,188.65,-0.96
3670,188.85,0.17
3671,188.58,0.15
3672,188.61,0.33
3673,188.35,-0.53
3674,188.15,0.27
3675,187.91,-0.9
3676,187.95,0.07
3677,187.78,-0.65
3678,187.96,0.56
3679,187.90,-0.6
3680,187.76,0.41
3681,187.37,0.69
3682,187.56,0.79
3683,187.47,-0.44
3684,187.55,0.75
3685,187.51,0.37
3686,187.58,-0.83
3687,187.26,0.39
3688,186.87,-0.74
3689,186.65,-0.89
3690,186.86,0.65
3691,186.89,-0.6
3692,186.98,-0.8
3693,187.13,-0.31
3694,187.31,0.64
3695,187.24,-0.05
3696,187.01,0.88
3697,187.00,0.03
3698,187.01,-0.72
3699,187.32,0.94
3700,187.00,0.91
3701,186.66,0.99
3702,187.21,0.26
3703,186.73,0.75
3704,186.83,-0.55
3705,187.65,0.34
3706,187.52,-0.61
3707,186.94,0.33
3708,187.02,-0.35
3709,186.89,-0.71
3710,187.35,-0.85
3711,187.49,-0.2
3712,187.39,0.72
3713,187.63,-0.53
3714,187.26,0.75
3715,187.38,0.43
3716,187.23,-0.83
3717,187.42,-0.74
3718,187.35,0.33
3719,187.25,0.2
3720,187.41,-0.71
3721,187.34,1
3722,187.29,-0.43
3723,187.42,-1
3724,187.37,-0.89
3725,187.06,-0.21
3726,186.77,-0.74
3727,186.78,0.67
3728,186.80,0.26
3729,186.82,-0.8
3730,186.84,0.13
3731,186.86,0.35
3732,186.85,0.14
3733,186.89,-0.85
3734,186.78,-0.04
3735,186.75,0.62
3736,186.61,0.51
3737,186.63,0.93
3738,186.41,0.14
3739,186.30,-0.4
3740,189.02,0.16
3741,188.92,0.94
3742,188.98,-0.34
3743,189.05,0.66
3744,188.66,-0.81
3745,188.75,0.19
3746,188.78,-0.33
3747,188.59,-0.65
